Costa,12
Sánchez,11
Ibrahimovic,10
Alonso,8
Phillips,8
Grant,7
Alli,5
Eriksen,5
Baines,4
Walker,4
McAuley,3
Christian Benteke,3
Kane,3
Sigurdsson,3
Pedro,3
Antonio,3
Jesus,3
Carroll,2
Crouch,2
Yoshida,2
Brunt,2
Zaha,1
Niang,1
Heaton,1
Coleman,1
Sterling,1
Azpilicueta,1
Holgate,1
Hazard,1
Bertrand,1
Jakupovic,1
Pieters,1
Snodgrass,1
Lukaku,1
Valencia,1
David Luiz,1
Funes Mori,1
Cech,1
